Dominic,0.0126,2000,M
Javier,0.0125,2000,M
Jalen,0.0123,2000,M
Jorge,0.0121,2000,M
Paul,0.012,2000,M
Derek,0.0119,2000,M
Owen,0.0117,2000,M
Dakota,0.0116,2000,M
Carson,0.0114,2000,M
Blake,0.0113,2000,M
Henry,0.0112,2000,M
Victor,0.0111,2000,M
Tristan,0.011,2000,M
Antonio,0.0109,2000,M
Jeffrey,0.0108,2000,M
Trevor,0.0107,2000,M
Grant,0.0106,2000,M
Colton,0.0105,2000,M
Adrian,0.0104,2000,M
Jaden,0.0103,2000,M
Tanner,0.0102,2000,M
Jared,0.0101,2000,M
Jeremy,0.01,2000,M
Alejandro,0.0099,2000,M
Miguel,0.0098,2000,M
Shawn,0.0097,2000,M
Aidan,0.0096,2000,M
Richard,0.0095,2000,M
Cesar,0.0094,2000,M
Nicolas,0.0093,2000,M
Brendan,0.0092,2000,M
George,0.0091,2000,M
Spencer,0.009,2000,M
Ricardo,0.0089,2000,M
Travis,0.0088,2000,M
Dustin,0.0087,2000,M
Devon,0.0086,2000,M
Wyatt,0.0085,2000,M
Shane,0.0084,2000,M
Colin,0.0083,2000,M
Dalton,0.0082,2000,M
Harrison,0.0081,2000,M
Peter,0.008,2000,M
Carter,0.0079,2000,M
Kaleb,0.0078,2000,M
Mitchell,0.0077,2000,M
Troy,0.0076,2000,M
Bryce,0.0075,2000,M
Vincent,0.0074,2000,M
Parker,0.0073,2000,M
Ivan,0.0072,2000,M
Johnathan,0.0071,2000,M
Mario,0.007,2000,M
Edgar,0.0069,2000,M
Manuel,0.0068,2000,M
Alan,0.0067,2000,M
Erik,0.0066,2000,M
Cristian,0.0065,2000,M
Donovan,0.0064,2000,M
Maxwell,0.0063,2000,M
Malik,0.0062,2000,M
Brett,0.0061,2000,M
Frank,0.006,2000,M
Raymond,0.0059,2000,M
Dillon,0.0058,2000,M
Andres,0.0057,2000,M
Liam,0.0056,2000,M
Martin,0.0055,2000,M
Sergio,0.0054,2000,M
Jerome,0.0053,2000,M
Edwin,0.0052,2000,M
Marco,0.0051,2000,M
Levi,0.005,2000,M
Jayden,0.0049,2000,M
Phillip,0.0048,2000,M
Drew,0.0047,2000,M
Brody,0.0046,2000,M
Brayden,0.0045,2000,M
Riley,0.0044,2000,M
Chad,0.0043,2000,M
Armando,0.0042,2000,M
Darren,0.0041,2000,M
Allen,0.004,2000,M
Terry,0.0039,2000,M
Louis,0.0038,2000,M
Hector,0.0037,2000,M
Jaime,0.0036,2000,M
Ruben,0.0035,2000,M
Tony,0.0034,2000,M
Marcos,0.0033,2000,M
Keith,0.0032,2000,M
Emmanuel,0.0031,2000,M
Jonah,0.003,2000,M
Casey,0.0029,2000,M
Braden,0.0028,2000,M
Payton,0.0027,2000,M
Gage,0.0026,2000,M
Damon,0.0025,2000,M
Xavier,0.0024,2000,M
Zane,0.0023,2000,M
Brock,0.0022,2000,M
Israel,0.0021,2000,M
Calvin,0.002,2000,M
Damien,0.00199,2000,M
Rafael,0.00198,2000,M
Jaiden,0.00197,2000,M
Kaden,0.00196,2000,M
Trenton,0.00195,2000,M
Tucker,0.00194,2000,M
Avery,0.00193,2000,M
Elias,0.00192,2000,M
Braydon,0.00191,2000,M
Jace,0.0019,2000,M
Ashton,0.00189,2000,M
Eli,0.00188,2000,M
Gustavo,0.00187,2000,M
Dante,0.00186,2000,M
Zachery,0.00185,2000,M
Reece,0.00184,2000,M
Quinn,0.00183,2000,M
Randy,0.00182,2000,M
Landon,0.00181,2000,M
Cade,0.0018,2000,M
