Mckenzie,0.0113,2000,F
Michelle,0.0112,2000,F
Christina,0.0111,2000,F
Angel,0.011,2000,F
Jacqueline,0.0109,2000,F
Bianca,0.0108,2000,F
Alivia,0.0107,2000,F
Bailey,0.0106,2000,F
Kiara,0.0105,2000,F
Lindsey,0.0104,2000,F
Miranda,0.0103,2000,F
Alexa,0.0102,2000,F
Carly,0.0101,2000,F
Gabriela,0.01,2000,F
Mckenna,0.0099,2000,F
Kelly,0.0098,2000,F
Cassidy,0.0097,2000,F
Aaliyah,0.0096,2000,F
Alana,0.0095,2000,F
Karina,0.0094,2000,F
Caroline,0.0093,2000,F
Hope,0.0092,2000,F
Sabrina,0.0091,2000,F
Valerie,0.009,2000,F
Kaylie,0.0089,2000,F
Kaylin,0.0088,2000,F
Ashlyn,0.0087,2000,F
Desiree,0.0086,2000,F
Monica,0.0085,2000,F
Laura,0.0084,2000,F
Mya,0.0083,2000,F
Kathleen,0.0082,2000,F
April,0.0081,2000,F
Diana,0.008,2000,F
Kylie,0.0079,2000,F
Brittany,0.0078,2000,F
Meredith,0.0077,2000,F
Elena,0.0076,2000,F
Jade,0.0075,2000,F
Cassandra,0.0074,2000,F
Jenifer,0.0073,2000,F
Kirsten,0.0072,2000,F
Madalyn,0.0071,2000,F
Alicia,0.007,2000,F
Michaela,0.0069,2000,F
Mallory,0.0068,2000,F
Lacey,0.0067,2000,F
Marisa,0.0066,2000,F
Angelica,0.0065,2000,F
Kristine,0.0064,2000,F
Devon,0.0063,2000,F
Bethany,0.0062,2000,F
Rachael,0.0061,2000,F
Brandi,0.006,2000,F
Brittani,0.0059,2000,F
Katrina,0.0058,2000,F
Brandy,0.0057,2000,F
Carissa,0.0056,2000,F
Sasha,0.0055,2000,F
Candace,0.0054,2000,F
Diamond,0.0053,2000,F
Monique,0.0052,2000,F
Karla,0.0051,2000,F
Candice,0.005,2000,F
Lydia,0.0049,2000,F
Kelsey,0.0048,2000,F
Tabitha,0.0047,2000,F
Raven,0.0046,2000,F
Jaclyn,0.0045,2000,F
Audrey,0.0044,2000,F
Arielle,0.0043,2000,F
Yesenia,0.0042,2000,F
Carolina,0.0041,2000,F
Claudia,0.004,2000,F
Tiffani,0.0039,2000,F
Robin,0.0038,2000,F
Alisha,0.0037,2000,F
Rene,0.0036,2000,F
Bridget,0.0035,2000,F
Jana,0.0034,2000,F
Gillian,0.0033,2000,F
Misty,0.0032,2000,F
Tatiana,0.0031,2000,F
Nancy,0.003,2000,F
Stacy,0.0029,2000,F
Nora,0.0028,2000,F
Rylee,0.0027,2000,F
Riana,0.0026,2000,F
Giana,0.0025,2000,F
Skylar,0.0024,2000,F
Hanna,0.0023,2000,F
Kallie,0.0022,2000,F
Mercedes,0.0021,2000,F
Marlena,0.002,2000,F
Adrienne,0.00199,2000,F
Colleen,0.00198,2000,F
Kiana,0.00197,2000,F
Kelsie,0.00196,2000,F
Alejandra,0.00195,2000,F
Abby,0.00194,2000,F
Heidi,0.00193,2000,F
Kyra,0.00192,2000,F
Cynthia,0.00191,2000,F
Krystal,0.0019,2000,F
Caitlyn,0.00189,2000,F
Sonia,0.00188,2000,F
Karissa,0.00187,2000,F
Marisol,0.00186,2000,F
Rose,0.00185,2000,F
Tania,0.00184,2000,F
Leilani,0.00183,2000,F
Rochelle,0.00182,2000,F
Kristian,0.00181,2000,F
Mariana,0.0018,2000,F
Cathy,0.00179,2000,F
Moriah,0.00178,2000,F
Kourtney,0.00177,2000,F
Maritza,0.00176,2000,F
Cristina,0.00175,2000,F
Daria,0.00174,2000,F
Kristy,0.00173,2000,F
Kiley,0.00172,2000,F
Kyla,0.00171,2000,F
Tasha,0.0017,2000,F
Tiana,0.00169,2000,F
Aubrey,0.00168,2000,F
Brielle,0.00167,2000,F
Sofia,0.00166,2000,F
Isabelle,0.00165,2000,F
Anjelica,0.00164,2000,F
Yolanda,0.00163,2000,F
Janelle,0.00162,2000,F
Joanna,0.00161,2000,F
Kristin,0.0016,2000,F
Corinna,0.00159,2000,F
Jillian,0.00158,2000,F
Noelle,0.00157,2000,F
Nadia,0.00156,2000,F
Kiera,0.00155,2000,F
Liana,0.00154,2000,F
Lourdes,0.00153,2000,F
Daphne,0.00152,2000,F
Justina,0.00151,2000,F
Kasey,0.0015,2000,F
Camille,0.00149,2000,F
Kalie,0.00148,2000,F
Kali,0.00147,2000,F
Ashlee,0.00146,2000,F
Kira,0.00145,2000,F
Brenna,0.00144,2000,F
Myla,0.00143,2000,F
Lorena,0.00142,2000,F
Lucia,0.00141,2000,F
Gwen,0.0014,2000,F
Gloria,0.00139,2000,F
Luz,0.00138,2000,F
Irene,0.00137,2000,F
Teresa,0.00136,2000,F
Anita,0.00135,2000,F
Alice,0.00134,2000,F
Alayna,0.00133,2000,F
Riya,0.00132,2000,F
Eliana,0.00131,2000,F
Elise,0.0013,2000,F
Kaleigh,0.00129,2000,F
Kelley,0.00128,2000,F
Erika,0.00127,2000,F
Eliza,0.00126,2000,F
Emely,0.00125,2000,F
Esmeralda,0.00124,2000,F
Guadalupe,0.00123,2000,F
Imani,0.00122,2000,F
Isis,0.00121,2000,F
Itzel,0.0012,2000,F
Jaliyah,0.00119,2000,F
Jazmin,0.00118,2000,F
Jenny,0.00117,2000,F
Jocelyn,0.00116,2000,F
Joy,0.00115,2000,F
Joyce,0.00114,2000,F
Judith,0.00113,2000,F
Juliana,0.00112,2000,F
Julianna,0.00111,2000,F
Kailyn,0.0011,2000,F
Kailee,0.00109,2000,F
Kaley,0.00108,2000,F
Kamryn,0.00107,2000,F
Kara,0.00106,2000,F
Karen,0.00105,2000,F
Karley,0.00104,2000,F
Karli,0.00103,2000,F
Karly,0.00102,2000,F
Karole,0.00101,2000,F
Katelynn,0.001,2000,F
